"STATE JOB
NUMBER",TERMINI,"ARDOT
DISTRICT",COUNTY,ROUTE,FFY,TYPE OF WORK,LENGTH,"TOTAL
COST",NHPP,NHFP,HSIP,RAIL-HWY,EARMARK,STBGP,"STBGP
(BR OFF)","STBGP
(GT 200K)",BFP,"BFP
(BR OFF)",NEVFP,"CRP 
(FLEX)","CRP 
(GT 200K)",PROTECT,AC,REC. TRAILS,"CMAQ
(FLEX)","CMAQ
(AQ)",TAP,"TAP
(GT 200K)",CHBP,INFRA,RAISE,COVID,MATA,GAP,FLAP,FLTP,ERFO,"MARINE
FUEL TAX","FERRY
BOAT",DBE,OJT,CAP,"AMENDMENT
 101",STATE,ACT 416,"STATE-
LOCAL",LOCAL,"AGENCY
CARRYING
OUT THE
PROJECT",CARTS,JATS,NARTS,PBATS,TUTS,WMATS,FRONTIER,TRI-LAKES,COMMENTS
080677,Bradley Branch Str. & Apprs. (S),8,Van Buren,95,2025,Str. & Apprs.,0.000," $1,100 ", $176 ,,,,,,,, $704 ,,,,,,,,,,,,,,,,,,,,,,,,,,, $220 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
080678,Browns & Porter Creeks Strs. & Apprs. (S),8,Yell,28,2027,Strs. & Apprs.,0.000," $8,600 "," $5,024 ",,,,,,,," $1,856 ",,,,,,,,,,,,,,,,,,,,,,,,,,," $1,720 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
080684,Chickalah Creek Str. & Apprs. (S),8,Yell,154,2025,Str. & Apprs.,0.000," $5,400 ", $270 ,,,,,,,, $810 ,,,,,,,,,,,,,,,,,,,,,,,,,,," $4,320 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
080685,Hwy. 65 Inters. Impvts. (Greenbrier) (S),8,Faulkner,65,2026,Intersection Improvements,0.000," $6,000 "," $4,800 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $1,200 ",State,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Partnering Project. City may contribute $1.2M towards the project costs.
080686,16th St. – Hwy. 64 (Russellville) (S),8,Pope,331,2027,"Inters. Impvts., Major Widening & RR Overpass",1.004," $10,000 ",,,,,," $7,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $3,000 ",State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Partnering project. City of Russellville to contribute 30% of project costs up to $3M.
080715,Caulksville – Paris Strs. & Apprs. (S),8,Logan,22,2025,Strs. & Apprs.,0.000," $10,800 "," $8,640 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $2,160 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
090238,Hwy. 279 South – Hwy. 102B (Centerton) (S),9,Benton,102,2027,Major Widening,1.106," $13,400 ",,,,,," $10,120 ",, $600 ,,,,,,,,,,,,,,,,,,,,,,,,,,,," $1,930 ",,, $750 ,State,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
090250,Washington St. – East (Hwy. 412) (Siloam Springs) (F),9,Benton,412,2025,Major Widening,3.202, $100 , $80 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $20 ,,,,State,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Funding amount shown for project development.
090338,Dixieland Rd. – 8th St. (Rogers) (S),9,Benton,71B,2028,Major Widening,1.195," $28,500 ",,,,, $65 ," $14,149 ",," $3,700 ",,,,,,,,,,,,,,,,,,,,,,,,,,,," $5,386 ",,," $5,200 ",State,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Partnering project. City to provide 50% of project costs up to $5.0M plus any additional cost for widening sidewalk an extra 1' and any betterments.
090433,Hwy. 264/Bellview St./Spring Creek Rd. Inters. Impvts. (Lowell) (S),9,Benton,264,2025,Intersection Improvements,0.000," $2,900 ",,,,,, $860 ,," $1,460 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $580 ,State,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Partnering project. The Department has committed $848K in federal funding for ROW, UTIL and Construction. The City will provide the balance of funds to complete the project and handle design.  The Department will handle all other phases of the project."
090490,Hwy. 65 Inters. Impvts. & Signal Coordination (Harrison) (S),9,Boone,65,2025,Intersection Improvements,0.000," $1,100 ", $880 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $220 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Partnering project. Includes signal coordination along Highway 65.
090506,Illinois River Str. & Apprs. (Hwy. 59) (S),9,Benton,59,2025,Str. & Apprs.,0.000," $10,000 "," $8,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $2,000 ",,,,State,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
090513,Springdale Bypass – W. Wallis Rd. (S),9,Benton,112,2026,Major Widening,3.867," $58,400 ",,,,,,,,,,,,,,," $58,400 ",,,,,,,,,,,,,,,,,,,,,,,,,State,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Renew Arkansas Highways Project. Project to be scheduled for construction as funds become available.
090514,W. Wallis Rd. – Pleasant Grove Rd. (S),9,Benton,112,2025,Major Widening,0.901," $26,200 ",,,,,,,,,,,,,,," $26,200 ",,,,,,,,,,,,,,,,,,,,,,,,,State,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Renew Arkansas Highways Project. Project to be scheduled for construction as funds become available.
090554,Holman Creek Str. & Apprs. (S),9,Madison,74,2025,Str. & Apprs.,0.000," $2,700 "," $2,160 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $540 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
090559,Hwy. 412 – Berryville (Passing Lanes) (S),9,Carroll,21,2025,Passing Lanes,2.405," $5,800 ",,,,,," $4,640 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $1,160 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,One northbound and one southbound passing lanes.
090578,Industrial Park Rd. – Hwy. 7 (Harrison) (S),9,Boone,65,2025,Intersection Improvements & Major Widening,1.836," $18,100 ",,,,,," $14,480 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $1,120 ",,," $2,500 ",State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Partnering Project. City to contribute $2.5M towards improvements to Highway 65.
090581,Bellefonte – Marion Co. Line (Passing Lanes) (S),9,Boone,62,2025,Passing Lanes,2.400," $11,500 "," $9,200 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $2,300 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,One eastbound and one westbound passing lanes.
090593,Hwy. 62 Inters. Impvts. (Berryville) (S),9,Carroll,62,2025,Intersection Improvements,0.000, $600 ,,,,,, $350 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $44 ,,, $206 ,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
090621,I-49 – Hwy. 265 (Springdale Bypass) (S),9,Benton,612,2028,New Location,3.159," $209,000 "," $120,000 ",,,,,,,,,,,,,," $59,000 ",,,,,,,,,,,,,,,,,,,,," $30,000 ",,,,State,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Renew Arkansas Highways Project.
090636,Pleasant Grove Rd. – Hwy. 12 (S),9,Benton,112,2026,Major Widening,3.432," $37,600 ",,,,,," $29,580 ",,,,,,,,,,,,, $500 ,,,,,,,,,,,,,,,,," $7,395 ",,, $125 ,State,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
090637,Hwy. 206 – Western Grove (S),9,Boone & Newton,65,2028,Major Widening,2.143," $35,000 "," $7,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $28,000 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
090638,Decatur – Gentry (Passing Lane) (S),9,Benton,59,2025,Passing Lane,1.200," $3,000 ",,,,,," $2,400 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $600 ,,,,State,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,One northbound passing lane.
090639,Huntsville – Alpena (Passing Lanes) (S),9,Carroll & Madison,412,2028,Passing Lanes,16.452," $26,900 "," $5,380 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $21,520 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
090640,Harmon – Snow (Passing Lanes) (S),9,Boone & Marion,62,2027,Passing Lanes,6.644," $35,000 "," $19,500 ",,,," $8,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $7,000 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
090641,Little Flint Creek Str. & Apprs. (S),9,Benton,12,2026,Str. & Apprs.,0.000," $2,000 ", $320 ,,,,,,,," $1,280 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $400 ,,,,State,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
090642,Hwy. 235 Str. & Apprs. (S),9,Marion,235,2025,Str. & Apprs.,0.000, $500 , $400 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $100 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
090643,Hwy. 103 Str. & Apprs. (S),9,Carroll,103,2025,Str. & Apprs.,0.000," $1,400 ", $416 ,,,,,,,, $704 ,,,,,,,,,,,,,,,,,,,,,,,,,,, $280 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
090644,White River Str. & Apprs. (S),9,Madison,16,2026,Str. & Apprs.,0.000," $2,500 ", $336 ,,,,,,,," $1,664 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $500 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
090646,Hwy. 102 Impvts. (Bentonville) (S),9,Benton,102,2026,Intersection Improvements,0.978," $19,400 ",,,,,," $15,520 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $3,880 ",,,,State,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
090647,Hicks Creek Str. & Apprs. (Mountain Home) (S),9,Baxter,5,2025,Str. & Apprs.,0.000," $1,700 ", $336 ,,,,,,,," $1,024 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $340 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Partnering Project. City to assume ownership of Highway 5, Section 18S and a portion of Section 18 upon completion of the project."
090648,Hwy. 72 Impvts. (Bentonville & Pea Ridge) P.E.,9,Benton,72,2027,Project Development,7.160," $7,000 ",,,,,," $5,600 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $1,400 ",,,,State,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
090650,Hwys. 23/62 Inters. Impvts. (Eureka Springs) (S),9,Carroll,23 & 62,2025,Intersection Improvements,0.000," $2,100 ",,,,,," $1,680 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $170 ,,, $250 ,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Partnering Project. City of Eureka Springs to contribute $250K towards project costs.
090651,Hwys. 12/59 Signal & Inters. Impvts. (Gentry) (S),9,Benton,12 & 59,2025,Intersection Improvements,0.000," $1,000 ",,,,,, $550 ,, $250 ,,,,,,,,,,,,,,,,,,,,,,,,,,,, $200 ,,,,State,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Partnering Project. City to contribute $250K from STBGP >200K funds.
090653,Norfork Lake – East (S),9,Baxter,62,2027,Passing Lanes,3.136, $500 , $400 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $100 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Funding amount shown for project development.
090664,Flint Creek Str. & Apprs. (S),9,Benton,43,2026,Str. & Apprs.,0.000," $6,100 "," $4,880 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $1,220 ",,,,State,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
090665,Hwy. 59 Str. & Apprs. (Siloam Springs) (S),9,Benton,59,2027,Str. & Apprs.,0.000," $3,500 ", $560 ,,,,,,,," $2,240 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $700 ,,,,State,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
090666,Hwy. 62 Str. & Apprs. (Gateway) (S),9,Benton,62,2025,Str. & Apprs.,0.000, $500 , $400 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $100 ,,,,State,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
090667,Hwy. 72 Str. & Apprs. (Pea Ridge) (S),9,Benton,72,2025,Str. & Apprs.,0.000, $400 , $64 ,,,,,,,, $256 ,,,,,,,,,,,,,,,,,,,,,,,,,,, $80 ,,,,State,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
090668,Maxwell Creek Str. & Apprs. (S),9,Madison,21,2026,Str. & Apprs.,0.000," $1,200 ", $192 ,,,,,,,, $768 ,,,,,,,,,,,,,,,,,,,,,,,,,,, $240 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
090669,Western Grove – Hwy. 123 (S),9,Newton,65,2026,Major Widening,0.820," $10,000 "," $8,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $2,000 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
090672,Hwy. 66 Realignment (Leslie) (S),9,Searcy,66,2025,Realignment,0.210," $3,800 ",,,,,," $3,040 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $760 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Partnering Project. City of Leslie to assume the bypassed portion of Hwy. 66.
090676,I-49/NE J St. Intchng. (Bentonville) (S),9,Benton,I-49,2027,Interchange & New Location,0.000," $25,000 ",," $7,500 ",,,,,," $2,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,," $2,500 ",,," $12,500 ",State,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Partnering Project. ARDOT to provide 50% of project costs up to $12.5M, handle ROW acquisition, coord util relocation, award & insp. City will handle des, ENV, ROW plans & remaining project cost."
090702,Hwy. 72/Plentywood Rd. Inters. Impvts. (S),9,Benton,72,2026,Intersection Improvements,0.000, $200 ,,,,,, $160 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $40 ,,,,State,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
090708,Hwys. 59 & 72 Inters. Impvts. (Gravette) (S),9,Benton,59 & 72,2026,Intersection Improvements,0.000," $2,500 ",,,,,," $1,000 ",," $1,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,, $125 ,,, $375 ,State,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
090745,Snow – Georges Creek (Passing Lanes) (S),9,Marion,62,2027,Passing Lanes,2.370," $15,000 "," $12,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $3,000 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
100512,Walnut Ridge – Missouri State Line (Future I-57) P.E.,10,Various,67,2025,Project Development,0.000," $14,000 "," $11,200 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $2,800 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
100615,I-555 – Hwy. 463 (Trumann) (S),10,Poinsett,69,2025,Major Widening,1.678," $6,000 ",,,,,," $4,800 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $1,200 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Three-lane curb and gutter.
100879,Hwy. 49/Parker Rd. Inters. Impvts. (Jonesboro) (S),10,Craighead,49,2025,Intersection Improvements,0.000," $3,200 "," $2,560 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $640 ,,,,State,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Partnering project. City's consultant will design project and those costs will count towards the overall partnering commitment.
100881,Parker Rd. – South (Hwy. 1B) (Jonesboro) (S),10,Craighead,1B,2025,Major Widening,0.331," $2,900 ",,,,,," $2,320 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $180 ,,, $400 ,State,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Partnering project. City to contribute match of federal funds, up to $400K. City's consultant will design project and those costs will count towards the overall partnering commitment."
100979,Caraway Rd. – I-555 (Jonesboro) (S),10,Craighead,1,2026,Major Widening,2.700," $16,800 "," $3,360 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $13,440 ",,,,State,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
100981,Hwy. 117 – Hwy. 25 (Black Rock) (S),10,Lawrence,63,2025,Major Widening,2.108," $11,500 "," $9,200 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $2,300 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
100995,Cache River Str. & Apprs. (S. of Egypt) (S),10,Craighead,91,2025,Str. & Apprs.,0.000," $6,900 "," $5,520 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $1,380 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
101003,Eassis Creek Str. & Apprs. (S),10,Randolph,90,2025,Str. & Apprs.,0.000," $3,500 ", $560 ,,,,,,,," $2,240 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $700 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
101017,Tyronza River & Ditch No. 6 Strs. & Apprs. (S),10,Poinsett,118,2025,Str. & Apprs.,0.000," $13,800 "," $3,967 ",,,,,,,," $7,073 ",,,,,,,,,,,,,,,,,,,,,,,,,,," $2,760 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
101065,Marmaduke – South (Sel. Secs.) (S),10,Greene,49,2026,Major Widening,6.197," $40,600 ",,,,,," $8,120 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $32,480 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Renew Arkansas Highways Project.
101066,West of Co. Rd. 132 – Jonesboro (S),10,Craighead,91,2027,Major Widening,2.100," $10,000 ",,,,,," $6,400 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $1,600 ",,," $2,000 ",State,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Partnering Project. The County assumes ownership for a segment of Highway 230, Sec. 10 and all structures along route."
101073,Hwy. 351 Connector (Aggie Rd.) (Jonesboro) (S),10,Craighead,New,2026,New Location,1.023," $8,100 ",,,,,," $6,480 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $620 ,,," $1,000 ",State,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Renew Arkansas Highways Project. Partnering Project.  City to contribute $1M and assume ownership of Hwy. 351 from intersection with connector to Hwy. 49, ASU to donate ROW for project."
101090,St. Francis River Str. & Apprs. (St. Francis) (S),10,Clay,62,2026,Str. & Apprs.,0.000," $4,500 ", $720 ,,,,,,,," $2,880 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $900 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Total project cost to be split evenly with Missouri Department of Transportation; cost shown is Arkansas' portion. Missouri Department of Transportation will take lead on project.
101091,Hwy. 18 Str. & Apprs. (Craighead Co.) (S),10,Craighead,18,2025,Str. & Apprs.,0.000," $1,200 ", $192 ,,,,,,,, $768 ,,,,,,,,,,,,,,,,,,,,,,,,,,, $240 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
101099,Hwy. 886 Str. & Apprs. (Jonesboro) (S),10,Craighead,886,2025,Str. & Apprs.,0.000, $600 ,,,,,,,,,, $600 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
101100,Hwy. 34 Str. & Apprs. (Greene Co.) (S),10,Greene,34,2025,Str. & Apprs.,0.000," $1,700 ", $272 ,,,,,,,," $1,088 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $340 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
101107,Poplar Creek Str. & Apprs. (S),10,Greene,141,2025,Str. & Apprs.,0.000," $2,800 ", $448 ,,,,,,,," $1,792 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $560 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
101119,Spring River Str. & Apprs. (Imboden) (S),10,Lawrence,62,2027,Str. & Apprs.,0.000," $20,300 "," $8,396 ",,,,,,,," $7,844 ",,,,,,,,,,,,,,,,,,,,,,,,,,," $4,060 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
101122,Hwy. 14 Str. & Apprs. (S),10,Poinsett,14,2026,Str. & Apprs.,0.000," $4,900 ", $490 ,,,,,,,," $3,430 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $980 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
101127,Hwy. 168 Strs. & Apprs. (S),10,Greene,168,2026,Strs. & Apprs.,0.000," $4,000 ", $640 ,,,,,,,," $2,560 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $800 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
101128,Hwy. 75 Str. & Apprs. (S),10,Poinsett,75,2025,Str. & Apprs.,0.000," $2,400 "," $1,920 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $480 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
101129,Frenchmans Bayou Str. & Apprs. (S),10,Mississippi,61,2025,Str. & Apprs.,0.000," $2,000 ", $320 ,,,,,,,," $1,280 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $400 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
101131,Current River Str. & Apprs. (S),10,Randolph,67,2026,Str. & Apprs.,0.000," $11,200 "," $2,240 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $8,960 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
101132,Hwy. 69 Str. & Apprs. (Poinsett Co.) (S),10,Poinsett,69,2025,Str. & Apprs.,0.000, $900 , $144 ,,,,,,,, $576 ,,,,,,,,,,,,,,,,,,,,,,,,,,, $180 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
101133,Hwy. 49B – Fairview Rd. (Paragould) (S),10,Greene,135,2027,Major Widening,1.210," $9,500 "," $7,600 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $1,900 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
101134,Hwy. 325 Impvts. (Osceola) (S),10,Mississippi,325,2025,Inters. Impvts. Minor Widening & Pvmt. Presrv.,1.486," $1,000 ",,,,,, $800 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $200 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
101135,Pleasant View Dr. – Peachtree Ave. (Jonesboro) (S),10,Craighead,351,2025,Major Widening,0.363," $3,700 ",,,,,," $2,960 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $740 ,,,,State,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
101136,Hwy. 49 & School St. Inters. Impvts. (Brookland) (S),10,Craighead,49,2026,Intersection Improvements,0.000," $1,250 ",,,,,," $1,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $125 ,,, $125 ,State,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
101138,Left Hand Chute of Little River Str. & Apprs. (S),10,Poinsett,140,2025,Str. & Apprs.,0.000," $6,800 "," $5,440 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $1,360 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
101140,Pocahontas Bypass (S),10,Randolph,New,2027,New Location,2.323," $14,500 ",,,,,," $11,600 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $900 ,,," $2,000 ",State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Partnering Project. City of Pocahontas to contribute $2.0M and assume responsibility for portions of Hwys. 90, 115, and 304."
101141,Hwys. 61/140 Inters. Impvts. (Osceola) (S),10,Mississippi,61 & 140,2026,Intersection Improvements,0.000, $900 ,,,,,, $720 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $55 ,,, $125 ,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Partnering Project. City to provide $125K towards project costs.
101173,Corning – Missouri State Line (Future I-57) (S),10,Clay,67,2027,New Location,4.888," $64,000 "," $51,200 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $12,800 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
101174,Hwy. 226 Cable Median Barrier Impvts. (S),10,Craighead,226,2025,Safety Improvements,11.600," $6,600 ",,," $5,940 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $660 ,,,,State,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
101177,Hwy. 135 Strs. & Apprs. (S),10,Craighead & Poinsett,135,2026,Strs. & Apprs.,0.000," $16,800 "," $13,440 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $3,360 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
101188,Imboden – Co. Rd. 208 (Passing Lanes) (S),10,Lawrence,63,2025,Passing Lanes,2.150," $13,000 ",,,,,," $10,400 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $2,600 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
